date,flow,pressure
4/12/2023 18:00,152,13
4/12/2023 19:00,184,14
4/12/2023 20:00,180,14
4/12/2023 21:00,156,14
4/12/2023 22:00,136,14
4/12/2023 23:00,120,13.5
4/13/2023 0:00,112,14
4/13/2023 1:00,108,15
4/13/2023 2:00,116,15.5
4/13/2023 3:00,100,16
4/13/2023 4:00,104,16
4/13/2023 5:00,100,15.5
4/13/2023 6:00,128,14
4/13/2023 7:00,156,13
4/13/2023 8:00,160,13.5
4/13/2023 9:00,148,14
4/13/2023 10:00,148,14
4/13/2023 11:00,160,14.5
4/13/2023 12:00,136,14
4/13/2023 13:00,156,14
4/13/2023 14:00,136,14.5
4/13/2023 15:00,140,14.5
4/13/2023 16:00,168,14
4/13/2023 17:00,160,13.5
4/13/2023 18:00,144,13.5
4/13/2023 19:00,160,13.5
4/13/2023 20:00,148,14
4/13/2023 21:00,152,14.5
4/13/2023 22:00,156,14
4/13/2023 23:00,120,14
4/14/2023 0:00,120,14
4/14/2023 1:00,104,15
4/14/2023 2:00,104,16
4/14/2023 3:00,100,16.5
4/14/2023 4:00,100,16.5
4/14/2023 5:00,108,15.5
4/14/2023 6:00,140,14.5
4/14/2023 7:00,164,14
4/14/2023 8:00,160,14
4/14/2023 9:00,172,14.5
4/14/2023 10:00,152,14.5
4/14/2023 11:00,168,14
4/14/2023 12:00,160,14
4/14/2023 13:00,160,14.5
4/14/2023 14:00,136,14.5
4/14/2023 15:00,128,14
4/14/2023 16:00,152,14
4/14/2023 17:00,160,13.5
4/14/2023 18:00,160,13.5
4/14/2023 19:00,168,13.5
4/14/2023 20:00,168,14
4/14/2023 21:00,140,14.5
4/14/2023 22:00,180,14.5
4/14/2023 23:00,160,15.5
4/15/2023 0:00,104,14
4/15/2023 1:00,116,15
4/15/2023 2:00,104,15.5
4/15/2023 3:00,116,16.5
4/15/2023 4:00,108,16.5
4/15/2023 5:00,104,16
4/15/2023 6:00,128,14.5
4/15/2023 7:00,140,14
4/15/2023 8:00,144,14
4/15/2023 9:00,152,14
4/15/2023 10:00,128,14
4/15/2023 11:00,148,14
4/15/2023 12:00,152,14
4/15/2023 13:00,144,14
4/15/2023 14:00,148,14.5
4/15/2023 15:00,124,14
4/15/2023 16:00,136,14
4/15/2023 17:00,144,14
4/15/2023 18:00,152,14.5
4/15/2023 19:00,148,14
4/15/2023 20:00,132,15
4/15/2023 21:00,168,14.5
4/15/2023 22:00,116,15
4/15/2023 23:00,132,14
4/16/2023 0:00,92,14.5
4/16/2023 1:00,104,15.5
4/16/2023 2:00,96,16
4/16/2023 3:00,88,16.5
4/16/2023 4:00,92,17
4/16/2023 5:00,92,16.5
4/16/2023 6:00,104,16.5
4/16/2023 7:00,136,15.5
4/16/2023 8:00,144,15
4/16/2023 9:00,152,15
4/16/2023 10:00,148,15
4/16/2023 11:00,144,14.5
4/16/2023 12:00,164,15
4/16/2023 13:00,148,15
4/16/2023 14:00,156,15
4/16/2023 15:00,116,15
4/16/2023 16:00,144,15
4/16/2023 17:00,156,14
4/16/2023 18:00,152,15
4/16/2023 19:00,164,14.5
4/16/2023 20:00,172,14.5
4/16/2023 21:00,124,15
4/16/2023 22:00,124,14.5
4/16/2023 23:00,108,14.5
4/17/2023 0:00,100,14.5
4/17/2023 1:00,96,15.5
4/17/2023 2:00,100,16
4/17/2023 3:00,92,16.5
4/17/2023 4:00,96,17
4/17/2023 5:00,96,16
4/17/2023 6:00,100,14
4/17/2023 7:00,160,14
4/17/2023 8:00,136,14.5
4/17/2023 9:00,136,15
4/17/2023 10:00,132,15
4/17/2023 11:00,164,14.5
4/17/2023 12:00,136,14.5
4/17/2023 13:00,160,14.5
4/17/2023 14:00,132,14.5
4/17/2023 15:00,136,15.5
4/17/2023 16:00,160,17
4/17/2023 17:00,136,14
4/17/2023 18:00,168,13
4/17/2023 19:00,160,13.5
4/17/2023 20:00,140,14
4/17/2023 21:00,176,14.5
4/17/2023 22:00,164,14
4/17/2023 23:00,136,14.5
4/18/2023 0:00,116,15
4/18/2023 1:00,120,16
4/18/2023 2:00,132,17.5
4/18/2023 3:00,128,18.5
4/18/2023 4:00,108,16.5
4/18/2023 5:00,100,15
4/18/2023 6:00,128,14
4/18/2023 7:00,148,13.5
4/18/2023 8:00,144,14
4/18/2023 9:00,156,14.5
4/18/2023 10:00,140,14
4/18/2023 11:00,156,14
4/18/2023 12:00,148,14
4/18/2023 13:00,152,14
4/18/2023 14:00,136,14
4/18/2023 15:00,128,14
4/18/2023 16:00,152,14
4/18/2023 17:00,172,14
4/18/2023 18:00,172,14
4/18/2023 19:00,164,13.5
4/18/2023 20:00,184,14
4/18/2023 21:00,160,14
4/18/2023 22:00,148,14.5
4/18/2023 23:00,140,15.5
4/19/2023 0:00,128,14.5
4/19/2023 1:00,112,15
4/19/2023 2:00,104,15.5
4/19/2023 3:00,92,16
4/19/2023 4:00,104,16
4/19/2023 5:00,112,15.5
4/19/2023 6:00,128,13
4/19/2023 7:00,168,13.5
4/19/2023 8:00,152,14
4/19/2023 9:00,164,14
4/19/2023 10:00,164,14
4/19/2023 11:00,156,14
4/19/2023 12:00,160,14
4/19/2023 13:00,148,14.5
4/19/2023 14:00,144,14.5
4/19/2023 15:00,124,14
4/19/2023 16:00,140,14
4/19/2023 17:00,164,13.5
4/19/2023 18:00,164,13.5
4/19/2023 19:00,132,13
4/19/2023 20:00,148,14
4/19/2023 21:00,156,14
4/19/2023 22:00,176,14
4/19/2023 23:00,208,14
4/20/2023 0:00,152,13.5
4/20/2023 1:00,132,14.5
4/20/2023 2:00,116,15
4/20/2023 3:00,124,16
4/20/2023 4:00,112,16
4/20/2023 5:00,108,15.5
4/20/2023 6:00,132,14
4/20/2023 7:00,140,13.5
4/20/2023 8:00,176,15
4/20/2023 9:00,200,17.5
4/20/2023 10:00,196,18
4/20/2023 11:00,164,14
4/20/2023 12:00,184,14
4/20/2023 13:00,140,14.5
4/20/2023 14:00,148,14.5
4/20/2023 15:00,148,14.5
4/20/2023 16:00,156,13.5
4/20/2023 17:00,128,13.5
4/20/2023 18:00,152,13.5
4/20/2023 19:00,152,13.5
4/20/2023 20:00,168,13.5
4/20/2023 21:00,156,14
4/20/2023 22:00,168,14
4/20/2023 23:00,128,14
4/21/2023 0:00,124,14
4/21/2023 1:00,120,15
4/21/2023 2:00,124,15.5
4/21/2023 3:00,108,16
4/21/2023 4:00,112,16
4/21/2023 5:00,140,15.5
4/21/2023 6:00,140,14.5
4/21/2023 7:00,156,13.5
4/21/2023 8:00,144,14
4/21/2023 9:00,152,14
4/21/2023 10:00,172,14
4/21/2023 11:00,140,14
4/21/2023 12:00,172,14
4/21/2023 13:00,208,15
4/21/2023 14:00,136,16.5
4/21/2023 15:00,136,18
4/21/2023 16:00,148,17
4/21/2023 17:00,136,14
4/21/2023 18:00,188,14
4/21/2023 19:00,172,14
4/21/2023 20:00,180,14.5
4/21/2023 21:00,136,14.5
4/21/2023 22:00,176,15
4/21/2023 23:00,144,14.5
4/22/2023 0:00,140,16
4/22/2023 1:00,128,17
4/22/2023 2:00,112,18
4/22/2023 3:00,132,19
4/22/2023 4:00,128,19
4/22/2023 5:00,112,16.5
4/22/2023 6:00,144,15.5
4/22/2023 7:00,168,15
4/22/2023 8:00,132,15
4/22/2023 9:00,168,15
4/22/2023 10:00,192,15
4/22/2023 11:00,160,15.5
4/22/2023 12:00,204,15.5
4/22/2023 13:00,192,16
4/22/2023 14:00,192,16.5
4/22/2023 15:00,144,17
4/22/2023 16:00,160,16.5
4/22/2023 17:00,200,16
4/22/2023 18:00,176,16
4/22/2023 19:00,152,16
4/22/2023 20:00,152,17
4/22/2023 21:00,212,16.5
4/22/2023 22:00,152,16
4/22/2023 23:00,132,15
4/23/2023 0:00,136,16.5
4/23/2023 1:00,124,17.5
4/23/2023 2:00,136,18.5
4/23/2023 3:00,124,19
4/23/2023 4:00,120,19
4/23/2023 5:00,128,19
4/23/2023 6:00,152,17
4/23/2023 7:00,164,15.5
4/23/2023 8:00,192,14.5
4/23/2023 9:00,184,15
4/23/2023 10:00,172,15.5
4/23/2023 11:00,188,15.5
4/23/2023 12:00,212,16
4/23/2023 13:00,180,16.5
4/23/2023 14:00,184,16.5
4/23/2023 15:00,168,16.5
4/23/2023 16:00,156,16
4/23/2023 17:00,176,16.5
4/23/2023 18:00,160,16
4/23/2023 19:00,156,16
4/23/2023 20:00,200,17
4/23/2023 21:00,184,17.5
4/23/2023 22:00,164,17
4/23/2023 23:00,144,17.5
4/24/2023 0:00,116,17.5
4/24/2023 1:00,116,18
4/24/2023 2:00,136,19
4/24/2023 3:00,120,19.5
4/24/2023 4:00,128,19.5
4/24/2023 5:00,120,19
4/24/2023 6:00,136,16.5
4/24/2023 7:00,156,15
4/24/2023 8:00,188,16
4/24/2023 9:00,156,16
4/24/2023 10:00,156,16
4/24/2023 11:00,164,16
4/24/2023 12:00,200,16
4/24/2023 13:00,132,17
4/24/2023 14:00,160,17.5
4/24/2023 15:00,160,17
4/24/2023 16:00,152,16
4/24/2023 17:00,176,16.5
4/24/2023 18:00,184,15.5
4/24/2023 19:00,172,15.5
4/24/2023 20:00,156,15.5
4/24/2023 21:00,164,15.5
4/24/2023 22:00,136,15
4/24/2023 23:00,140,16
4/25/2023 0:00,124,16.5
4/25/2023 1:00,128,17.5
4/25/2023 2:00,120,19
4/25/2023 3:00,124,19.5
4/25/2023 4:00,120,19.5
4/25/2023 5:00,128,19
4/25/2023 6:00,156,16
4/25/2023 7:00,168,15.5
4/25/2023 8:00,168,16
4/25/2023 9:00,164,16.5
4/25/2023 10:00,180,16
4/25/2023 11:00,172,16
4/25/2023 12:00,160,16
4/25/2023 13:00,168,17
4/25/2023 14:00,160,18
4/25/2023 15:00,156,17
4/25/2023 16:00,144,17
4/25/2023 17:00,164,16
4/25/2023 18:00,160,15.5
4/25/2023 19:00,180,15
4/25/2023 20:00,168,15.5
4/25/2023 21:00,168,16
4/25/2023 22:00,156,15
4/25/2023 23:00,144,16
4/26/2023 0:00,128,17
4/26/2023 1:00,128,18
4/26/2023 2:00,124,19
4/26/2023 3:00,120,19
4/26/2023 4:00,120,19.5
4/26/2023 5:00,128,18
4/26/2023 6:00,136,15
4/26/2023 7:00,164,15
4/26/2023 8:00,168,15
4/26/2023 9:00,168,16
4/26/2023 10:00,164,16
4/26/2023 11:00,172,16
4/26/2023 12:00,164,16
4/26/2023 13:00,160,17
4/26/2023 14:00,156,17.5
4/26/2023 15:00,152,17.5
4/26/2023 16:00,156,17.5
4/26/2023 17:00,172,16.5
4/26/2023 18:00,180,15.5
4/26/2023 19:00,184,15
4/26/2023 20:00,180,16
4/26/2023 21:00,160,16
4/26/2023 22:00,160,16.5
4/26/2023 23:00,148,17
4/27/2023 0:00,124,17
4/27/2023 1:00,120,18
4/27/2023 2:00,120,19
4/27/2023 3:00,120,19.5
4/27/2023 4:00,124,19.5
4/27/2023 5:00,128,18
4/27/2023 6:00,156,16.5
4/27/2023 7:00,176,15.5
4/27/2023 8:00,176,16
4/27/2023 9:00,160,17
4/27/2023 10:00,168,16
4/27/2023 11:00,164,16
4/27/2023 12:00,160,16.5
4/27/2023 13:00,168,16.5
4/27/2023 14:00,156,17
4/27/2023 15:00,156,17
4/27/2023 16:00,168,17
4/27/2023 17:00,176,16.5
4/27/2023 18:00,168,15.5
4/27/2023 19:00,184,15.5
4/27/2023 20:00,180,16
4/27/2023 21:00,160,16
4/27/2023 22:00,164,16
4/27/2023 23:00,152,17
4/28/2023 0:00,124,16.5
4/28/2023 1:00,128,18
4/28/2023 2:00,124,18.5
4/28/2023 3:00,120,19
4/28/2023 4:00,120,19.5
4/28/2023 5:00,128,18
4/28/2023 6:00,144,15
4/28/2023 7:00,172,15.5
4/28/2023 8:00,164,15.5
4/28/2023 9:00,168,16.5
4/28/2023 10:00,168,16
4/28/2023 11:00,172,16
4/28/2023 12:00,160,16.5
4/28/2023 13:00,164,17.5
4/28/2023 14:00,152,16.5
4/28/2023 15:00,152,17
4/28/2023 16:00,156,16
4/28/2023 17:00,164,15
4/28/2023 18:00,172,15.5
4/28/2023 19:00,180,15
4/28/2023 20:00,180,16
4/28/2023 21:00,168,16
4/28/2023 22:00,156,16
4/28/2023 23:00,144,16.5
4/29/2023 0:00,132,16.5
4/29/2023 1:00,128,17.5
4/29/2023 2:00,124,18.5
4/29/2023 3:00,124,19
4/29/2023 4:00,124,19
4/29/2023 5:00,124,18.5
4/29/2023 6:00,136,16.5
4/29/2023 7:00,156,14.5
4/29/2023 8:00,172,13.5
4/29/2023 9:00,156,13.5
4/29/2023 10:00,160,14
4/29/2023 11:00,156,13.5
4/29/2023 12:00,156,14
4/29/2023 13:00,144,13
4/29/2023 14:00,144,14
4/29/2023 15:00,132,13.5
4/29/2023 16:00,144,12.5
4/29/2023 17:00,156,12.5
4/29/2023 18:00,160,13
4/29/2023 19:00,180,14.5
4/29/2023 20:00,176,15
4/29/2023 21:00,172,16
4/29/2023 22:00,152,16
4/29/2023 23:00,144,16.5
4/30/2023 0:00,140,17.5
4/30/2023 1:00,140,19
4/30/2023 2:00,136,20.5
4/30/2023 3:00,136,21.5
4/30/2023 4:00,132,20.5
4/30/2023 5:00,140,20
4/30/2023 6:00,144,18
4/30/2023 7:00,160,16
4/30/2023 8:00,160,15
4/30/2023 9:00,156,15
4/30/2023 10:00,156,14
4/30/2023 11:00,156,14.5
4/30/2023 12:00,156,15
4/30/2023 13:00,144,15
4/30/2023 14:00,136,14.5
4/30/2023 15:00,132,14
4/30/2023 16:00,148,14.5
4/30/2023 17:00,156,15
4/30/2023 18:00,152,16
4/30/2023 19:00,164,17
4/30/2023 20:00,160,17.5
4/30/2023 21:00,160,17.5
4/30/2023 22:00,160,18
4/30/2023 23:00,140,18
5/1/2023 0:00,132,18.5
5/1/2023 1:00,132,20
5/1/2023 2:00,128,21
5/1/2023 3:00,128,21
5/1/2023 4:00,132,21
5/1/2023 5:00,132,20.5
5/1/2023 6:00,140,17
5/1/2023 7:00,152,16.5
5/1/2023 8:00,156,16
5/1/2023 9:00,172,16
5/1/2023 10:00,160,15.5
5/1/2023 11:00,168,16
5/1/2023 12:00,152,15.5
5/1/2023 13:00,152,16.5
5/1/2023 14:00,148,17
5/1/2023 15:00,148,16.5
5/1/2023 16:00,152,16
5/1/2023 17:00,164,16
5/1/2023 18:00,168,15.5
5/1/2023 19:00,164,16
5/1/2023 20:00,160,16.5
5/1/2023 21:00,152,17
5/1/2023 22:00,152,17
5/1/2023 23:00,144,17.5
5/2/2023 0:00,136,18
5/2/2023 1:00,132,19
5/2/2023 2:00,128,20.5
5/2/2023 3:00,128,20.5
5/2/2023 4:00,132,21
5/2/2023 5:00,128,19.5
5/2/2023 6:00,144,17.5
5/2/2023 7:00,152,16
5/2/2023 8:00,160,15
5/2/2023 9:00,156,15
5/2/2023 10:00,160,15
5/2/2023 11:00,168,15
5/2/2023 12:00,164,15
5/2/2023 13:00,156,15.5
5/2/2023 14:00,144,15
5/2/2023 15:00,148,15
5/2/2023 16:00,152,15
5/2/2023 17:00,168,15.5
5/2/2023 18:00,172,15
5/2/2023 19:00,184,15
5/2/2023 20:00,176,16
5/2/2023 21:00,164,16
5/2/2023 22:00,156,16
5/2/2023 23:00,148,17
5/3/2023 0:00,140,17.5
5/3/2023 1:00,132,19
5/3/2023 2:00,128,20
5/3/2023 3:00,128,20.5
5/3/2023 4:00,132,20.5
5/3/2023 5:00,140,20
5/3/2023 6:00,148,17
5/3/2023 7:00,156,15.5
5/3/2023 8:00,164,15
5/3/2023 9:00,164,15
5/3/2023 10:00,168,14.5
5/3/2023 11:00,172,15
5/3/2023 12:00,172,15.5
5/3/2023 13:00,156,14.5
5/3/2023 14:00,148,14.5
5/3/2023 15:00,144,14.5
5/3/2023 16:00,152,13.5
5/3/2023 17:00,156,13
5/3/2023 18:00,172,12.5
5/3/2023 19:00,180,12.5
5/3/2023 20:00,180,14
5/3/2023 21:00,164,13.5
5/3/2023 22:00,152,13.5
5/3/2023 23:00,140,14.5
5/4/2023 0:00,140,15.5
5/4/2023 1:00,116,15.5
5/4/2023 2:00,116,16
5/4/2023 3:00,112,16.5
5/4/2023 4:00,104,16
5/4/2023 5:00,116,16
5/4/2023 6:00,144,14.5
5/4/2023 7:00,180,15
5/4/2023 8:00,168,15
5/4/2023 9:00,160,15
5/4/2023 10:00,156,14
5/4/2023 11:00,156,14
5/4/2023 12:00,160,13.5
5/4/2023 13:00,148,14.5
5/4/2023 14:00,136,14
5/4/2023 15:00,16,15
5/4/2023 16:00,152,13
5/4/2023 17:00,168,14.5
5/4/2023 18:00,184,14
5/4/2023 19:00,184,14.5
5/4/2023 20:00,180,15
5/4/2023 21:00,172,15.5
5/4/2023 22:00,164,15.5
5/4/2023 23:00,156,16.5
5/5/2023 0:00,144,18
5/5/2023 1:00,124,17
5/5/2023 2:00,120,17.5
5/5/2023 3:00,116,18
5/5/2023 4:00,120,18
5/5/2023 5:00,132,18
5/5/2023 6:00,148,16
5/5/2023 7:00,180,16
5/5/2023 8:00,180,16.5
5/5/2023 9:00,168,16
5/5/2023 10:00,160,16.5
5/5/2023 11:00,164,16
5/5/2023 12:00,168,16
5/5/2023 13:00,144,16
5/5/2023 14:00,156,16.5
5/5/2023 15:00,144,16.5
5/5/2023 16:00,144,16.5
5/5/2023 17:00,168,16
5/5/2023 18:00,172,15
5/5/2023 19:00,172,15
5/5/2023 20:00,168,16
5/5/2023 21:00,168,16
5/5/2023 22:00,152,16.5
5/5/2023 23:00,136,16.5
5/6/2023 0:00,128,17
5/6/2023 1:00,120,18
5/6/2023 2:00,120,19.5
5/6/2023 3:00,120,20
5/6/2023 4:00,120,20
5/6/2023 5:00,128,19
5/6/2023 6:00,144,17
5/6/2023 7:00,156,15.5
5/6/2023 8:00,176,16
5/6/2023 9:00,164,16
5/6/2023 10:00,164,16
5/6/2023 11:00,164,15.5
5/6/2023 12:00,160,15.5
5/6/2023 13:00,160,16
5/6/2023 14:00,148,16
5/6/2023 15:00,140,16
5/6/2023 16:00,156,16
5/6/2023 17:00,164,15.5
5/6/2023 18:00,172,15
5/6/2023 19:00,172,14.5
5/6/2023 20:00,156,16
5/6/2023 21:00,156,16
5/6/2023 22:00,144,15.5
5/6/2023 23:00,136,15.5
5/7/2023 0:00,128,16.5
5/7/2023 1:00,124,18
5/7/2023 2:00,116,18
5/7/2023 3:00,104,18.5
5/7/2023 4:00,108,18.5
5/7/2023 5:00,120,17.5
5/7/2023 6:00,132,16.5
5/7/2023 7:00,148,15
5/7/2023 8:00,160,14.5
5/7/2023 9:00,160,15
5/7/2023 10:00,152,14
5/7/2023 11:00,160,14
5/7/2023 12:00,164,14.5
5/7/2023 13:00,156,14.5
5/7/2023 14:00,152,15
5/7/2023 15:00,148,15
5/7/2023 16:00,140,13
5/7/2023 17:00,156,14
5/7/2023 18:00,172,14.5
5/7/2023 19:00,168,14
5/7/2023 20:00,160,15
5/7/2023 21:00,164,15
5/7/2023 22:00,148,15
5/7/2023 23:00,136,15.5
5/8/2023 0:00,132,16.5
5/8/2023 1:00,116,16.5
5/8/2023 2:00,112,17
5/8/2023 3:00,112,17.5
5/8/2023 4:00,112,17.5
5/8/2023 5:00,112,17
5/8/2023 6:00,136,15
5/8/2023 7:00,156,15
5/8/2023 8:00,152,15
5/8/2023 9:00,156,15.5
5/8/2023 10:00,144,15
5/8/2023 11:00,144,14.5
5/8/2023 12:00,156,14.5
5/8/2023 13:00,144,15
5/8/2023 14:00,128,14.5
5/8/2023 15:00,124,14.5
5/8/2023 16:00,144,15.5
5/8/2023 17:00,152,14.5
5/8/2023 18:00,156,14.5
5/8/2023 19:00,176,14.5
5/8/2023 20:00,168,15
5/8/2023 21:00,148,14.5
5/8/2023 22:00,140,14.5
5/8/2023 23:00,132,15.5
5/9/2023 0:00,128,16
5/9/2023 1:00,112,16.5
5/9/2023 2:00,112,17
5/9/2023 3:00,104,17.5
5/9/2023 4:00,100,18
5/9/2023 5:00,116,17
5/9/2023 6:00,148,16.5
5/9/2023 7:00,156,15.5
5/9/2023 8:00,164,15.5
5/9/2023 9:00,156,16
5/9/2023 10:00,144,15
5/9/2023 11:00,156,15.5
5/9/2023 12:00,144,15
5/9/2023 13:00,140,15.5
5/9/2023 14:00,128,15
5/9/2023 15:00,128,15
5/9/2023 16:00,132,15.5
5/9/2023 17:00,156,15.5
5/9/2023 18:00,172,15
5/9/2023 19:00,176,14.5
5/9/2023 20:00,172,15
5/9/2023 21:00,160,15
5/9/2023 22:00,152,15.5
5/9/2023 23:00,140,16
5/10/2023 0:00,120,16
5/10/2023 1:00,108,17
5/10/2023 2:00,108,17.5
5/10/2023 3:00,108,18.5
5/10/2023 4:00,112,18
5/10/2023 5:00,112,17
5/10/2023 6:00,132,15
5/10/2023 7:00,160,15
5/10/2023 8:00,156,15.5
5/10/2023 9:00,148,15.5
5/10/2023 10:00,156,16
5/10/2023 11:00,148,15
5/10/2023 12:00,148,15.5
5/10/2023 13:00,144,15.5
5/10/2023 14:00,136,16
5/10/2023 15:00,144,16.5
5/10/2023 16:00,144,16
5/10/2023 17:00,168,16
5/10/2023 18:00,172,15.5
5/10/2023 19:00,180,15.5
5/10/2023 20:00,168,16
5/10/2023 21:00,164,16.5
5/10/2023 22:00,156,16
5/10/2023 23:00,152,17
5/11/2023 0:00,120,16.5
5/11/2023 1:00,112,17
5/11/2023 2:00,112,18
5/11/2023 3:00,112,18.5
5/11/2023 4:00,120,19.5
5/11/2023 5:00,128,18.5
5/11/2023 6:00,140,16
5/11/2023 7:00,156,15
5/11/2023 8:00,164,16
5/11/2023 9:00,164,16.5
5/11/2023 10:00,164,16.5
5/11/2023 11:00,160,17
5/11/2023 12:00,168,16.5
5/11/2023 13:00,160,17
5/11/2023 14:00,156,17.5
5/11/2023 15:00,148,17
5/11/2023 16:00,152,17
5/11/2023 17:00,164,15.5
5/11/2023 18:00,168,15
5/11/2023 19:00,176,15.5
5/11/2023 20:00,164,15
5/11/2023 21:00,148,14.5
5/11/2023 22:00,144,15
5/11/2023 23:00,132,15.5
5/12/2023 0:00,124,16.5
5/12/2023 1:00,112,17
5/12/2023 2:00,104,17
5/12/2023 3:00,100,17
5/12/2023 4:00,108,18
5/12/2023 5:00,96,16
5/12/2023 6:00,128,15.5
5/12/2023 7:00,160,15.5
5/12/2023 8:00,160,16.5
5/12/2023 9:00,164,17
5/12/2023 10:00,164,17.5
5/12/2023 11:00,160,16
5/12/2023 12:00,164,16
5/12/2023 13:00,156,16.5
5/12/2023 14:00,144,18
5/12/2023 15:00,128,18
5/12/2023 16:00,128,17.5
5/12/2023 17:00,140,16.5
5/12/2023 18:00,152,16
5/12/2023 19:00,148,16
5/12/2023 20:00,144,16.5
5/12/2023 21:00,128,17
5/12/2023 22:00,132,17.5
5/12/2023 23:00,136,19.5
5/13/2023 0:00,108,18.5
5/13/2023 1:00,92,18
5/13/2023 2:00,88,18.5
5/13/2023 3:00,88,19
5/13/2023 4:00,84,19
5/13/2023 5:00,96,19
5/13/2023 6:00,104,17
5/13/2023 7:00,124,16.5
5/13/2023 8:00,132,16
5/13/2023 9:00,128,15.5
5/13/2023 10:00,124,15.5
5/13/2023 11:00,132,14.5
5/13/2023 12:00,176,15
5/13/2023 13:00,148,15
5/13/2023 14:00,152,15.5
5/13/2023 15:00,148,15.5
5/13/2023 16:00,152,16
5/13/2023 17:00,168,16
5/13/2023 18:00,168,15.5
5/13/2023 19:00,164,16
5/13/2023 20:00,160,17
5/13/2023 21:00,156,17
5/13/2023 22:00,152,17
5/13/2023 23:00,140,16.5
5/14/2023 0:00,120,17
5/14/2023 1:00,116,17.5
5/14/2023 2:00,112,18
5/14/2023 3:00,108,19
5/14/2023 4:00,108,19
5/14/2023 5:00,112,18
5/14/2023 6:00,124,17.5
5/14/2023 7:00,152,16
5/14/2023 8:00,168,16
5/14/2023 9:00,160,15.5
5/14/2023 10:00,160,15.5
5/14/2023 11:00,168,15
5/14/2023 12:00,164,15.5
5/14/2023 13:00,156,16
5/14/2023 14:00,140,15.5
5/14/2023 15:00,132,15
5/14/2023 16:00,148,15
5/14/2023 17:00,168,15
5/14/2023 18:00,168,15.5
5/14/2023 19:00,152,15.5
5/14/2023 20:00,164,15.5
5/14/2023 21:00,148,15
5/14/2023 22:00,144,15
5/14/2023 23:00,128,15
5/15/2023 0:00,124,16
5/15/2023 1:00,124,17
5/15/2023 2:00,120,18
5/15/2023 3:00,112,18.5
5/15/2023 4:00,108,18.5
5/15/2023 5:00,116,17.5
5/15/2023 6:00,140,16
5/15/2023 7:00,172,15.5
5/15/2023 8:00,184,16.5
5/15/2023 9:00,164,16.5
5/15/2023 10:00,148,16.5
5/15/2023 11:00,136,16
5/15/2023 12:00,152,15
5/15/2023 13:00,144,16
5/15/2023 14:00,148,17
5/15/2023 15:00,140,16
5/15/2023 16:00,140,16
5/15/2023 17:00,156,14.5
5/15/2023 18:00,172,14.5
5/15/2023 19:00,180,15
5/15/2023 20:00,164,15.5
5/15/2023 21:00,148,15
5/15/2023 22:00,128,15
5/15/2023 23:00,144,15.5
5/16/2023 0:00,120,15.5
5/16/2023 1:00,116,16.5
5/16/2023 2:00,100,17
5/16/2023 3:00,104,17.5
5/16/2023 4:00,96,17.5
5/16/2023 5:00,92,16.5
5/16/2023 6:00,140,16
5/16/2023 7:00,156,15
5/16/2023 8:00,160,15
5/16/2023 9:00,188,15.5
5/16/2023 10:00,168,16
5/16/2023 11:00,168,15.5
5/16/2023 12:00,168,15.5
5/16/2023 13:00,144,16
5/16/2023 14:00,152,16
5/16/2023 15:00,140,16
5/16/2023 16:00,144,15
5/16/2023 17:00,160,15
5/16/2023 18:00,176,15
5/16/2023 19:00,176,15.5
5/16/2023 20:00,172,15.5
5/16/2023 21:00,156,16.5
5/16/2023 22:00,152,15.5
5/16/2023 23:00,148,16.5
5/17/2023 0:00,120,16
5/17/2023 1:00,116,16.5
5/17/2023 2:00,104,17
5/17/2023 3:00,104,17.5
5/17/2023 4:00,104,17.5
5/17/2023 5:00,104,16
5/17/2023 6:00,128,14.5
5/17/2023 7:00,172,15
5/17/2023 8:00,172,16
5/17/2023 9:00,156,16
5/17/2023 10:00,152,15.5
5/17/2023 11:00,148,15
5/17/2023 12:00,152,15
5/17/2023 13:00,144,15
5/17/2023 14:00,136,16
5/17/2023 15:00,136,15.5
5/17/2023 16:00,140,16
5/17/2023 17:00,160,16.5
5/17/2023 18:00,168,15
5/17/2023 19:00,168,15.5
5/17/2023 20:00,168,16
5/17/2023 21:00,152,16.5
5/17/2023 22:00,144,16.5
5/17/2023 23:00,132,16.5
5/18/2023 0:00,104,15.5
5/18/2023 1:00,112,17.5
5/18/2023 2:00,108,18.5
5/18/2023 3:00,112,19
5/18/2023 4:00,104,19
5/18/2023 5:00,104,18
5/18/2023 6:00,124,15.5
5/18/2023 7:00,144,15
5/18/2023 8:00,156,16
5/18/2023 9:00,152,16.5
5/18/2023 10:00,144,16
5/18/2023 11:00,152,15.5
5/18/2023 12:00,148,16
5/18/2023 13:00,144,17
5/18/2023 14:00,136,17
5/18/2023 15:00,128,16
5/18/2023 16:00,136,16
5/18/2023 17:00,160,15.5
5/18/2023 18:00,160,15
5/18/2023 19:00,164,15
5/18/2023 20:00,164,15
5/18/2023 21:00,156,16
5/18/2023 22:00,152,16
5/18/2023 23:00,132,16.5
5/19/2023 0:00,112,16
5/19/2023 1:00,104,17.5
5/19/2023 2:00,104,18.5
5/19/2023 3:00,104,18.5
5/19/2023 4:00,104,19
5/19/2023 5:00,108,18.5
5/19/2023 6:00,124,16.5
5/19/2023 7:00,152,16
5/19/2023 8:00,148,16.5
5/19/2023 9:00,136,17
5/19/2023 10:00,136,16.5
5/19/2023 11:00,152,17
