Thời gian,Lưu lượng(m3/h)(*),Áp lực(m),Tổng Thuận(m3),Tổng Nghịch(m3),Áp Lực (bar),Unnamed: 6
4/8/2023 7:00,160,15.0,"2,989,423","6,867",1.5,804202307
4/8/2023 8:00,188,14.0,"2,989,593","6,868",1.4,804202308
4/8/2023 9:00,168,14.0,"2,989,757","6,868",1.4,804202309
4/8/2023 10:00,168,14.0,"2,989,911","6,868",1.4,804202310
4/8/2023 11:00,172,15.0,"2,990,075","6,869",1.5,804202311
4/8/2023 12:00,148,13.0,"2,990,245","6,869",1.3,804202312
4/8/2023 13:00,156,13.5,"2,990,398","6,869",1.35,804202313
4/8/2023 14:00,132,14.0,"2,990,552","6,869",1.4,804202314
4/8/2023 15:00,148,14.5,"2,990,701","6,869",1.45,804202315
4/8/2023 16:00,140,14.5,"2,990,850","6,870",1.45,804202316
4/8/2023 17:00,156,14.0,"2,990,998","6,870",1.4,804202317
4/8/2023 18:00,172,14.0,"2,991,166","6,871",1.4,804202318
4/8/2023 19:00,172,14.0,"2,991,338","6,871",1.4,804202319
4/8/2023 20:00,156,15.0,"2,991,502","6,872",1.5,804202320
4/8/2023 21:00,144,15.0,"2,991,647","6,872",1.5,804202321
4/8/2023 22:00,124,14.5,"2,991,783","6,872",1.45,804202322
4/8/2023 23:00,128,14.0,"2,991,912","6,872",1.4,804202323
4/9/2023 0:00,112,14.0,"2,992,034","6,872",1.4,904202300
4/9/2023 1:00,112,15.0,"2,992,153","6,872",1.5,904202301
4/9/2023 2:00,108,16.0,"2,992,265","6,872",1.6,904202302
4/9/2023 3:00,112,16.5,"2,992,375","6,872",1.65,904202303
4/9/2023 4:00,112,17.0,"2,992,486","6,872",1.7,904202304
4/9/2023 5:00,112,16.0,"2,992,599","6,872",1.6,904202305
4/9/2023 6:00,124,15.5,"2,992,718","6,872",1.55,904202306
4/9/2023 7:00,144,15.5,"2,992,856","6,872",1.55,904202307
4/9/2023 8:00,164,14.5,"2,993,018","6,872",1.45,904202308
4/9/2023 9:00,176,14.5,"2,993,176","6,872",1.45,904202309
4/9/2023 10:00,152,14.0,"2,993,338","6,872",1.4,904202310
4/9/2023 11:00,160,14.0,"2,993,495","6,872",1.4,904202311
4/9/2023 12:00,152,14.5,"2,993,646","6,872",1.45,904202312
4/9/2023 13:00,148,14.5,"2,993,797","6,872",1.45,904202313
4/9/2023 14:00,148,15.0,"2,993,939","6,872",1.5,904202314
4/9/2023 15:00,136,14.5,"2,994,082","6,872",1.45,904202315
4/9/2023 16:00,148,14.5,"2,994,216","6,873",1.45,904202316
4/9/2023 17:00,180,14.5,"2,994,390","6,874",1.45,904202317
4/9/2023 18:00,160,15.0,"2,994,552","6,875",1.5,904202318
4/9/2023 19:00,152,14.5,"2,994,711","6,876",1.45,904202319
4/9/2023 20:00,156,15.5,"2,994,875","6,877",1.55,904202320
4/9/2023 21:00,172,15.5,"2,995,035","6,878",1.55,904202321
4/9/2023 22:00,164,15.0,"2,995,203","6,878",1.5,904202322
4/9/2023 23:00,124,14.5,"2,995,341","6,878",1.45,904202323
4/10/2023 0:00,144,16.0,"2,995,472","6,878",1.6,1004202300
4/10/2023 1:00,96,16.0,"2,995,588","6,878",1.6,1004202301
4/10/2023 2:00,104,16.5,"2,995,698","6,878",1.65,1004202302
4/10/2023 3:00,120,17.0,"2,995,814","6,878",1.7,1004202303
4/10/2023 4:00,104,17.0,"2,995,921","6,878",1.7,1004202304
4/10/2023 5:00,116,16.5,"2,996,030","6,878",1.65,1004202305
4/10/2023 6:00,128,14.0,"2,996,155","6,878",1.4,1004202306
4/10/2023 7:00,160,14.0,"2,996,309","6,879",1.4,1004202307
4/10/2023 8:00,144,14.5,"2,996,478","6,879",1.45,1004202308
4/10/2023 9:00,156,14.5,"2,996,639","6,880",1.45,1004202309
4/10/2023 10:00,148,14.5,"2,996,798","6,882",1.45,1004202310
4/10/2023 11:00,152,14.0,"2,996,954","6,883",1.4,1004202311
4/10/2023 12:00,152,14.5,"2,997,109","6,883",1.45,1004202312
4/10/2023 13:00,156,14.5,"2,997,263","6,884",1.45,1004202313
4/10/2023 14:00,128,14.5,"2,997,396","6,884",1.45,1004202314
4/10/2023 15:00,152,14.0,"2,997,542","6,884",1.4,1004202315
4/10/2023 16:00,140,13.5,"2,997,670","6,885",1.35,1004202316
4/10/2023 17:00,160,14.0,"2,997,829","6,885",1.4,1004202317
4/10/2023 18:00,140,13.5,"2,997,992","6,886",1.35,1004202318
4/10/2023 19:00,168,13.5,"2,998,159","6,886",1.35,1004202319
4/10/2023 20:00,164,14.5,"2,998,329","6,888",1.45,1004202320
4/10/2023 21:00,140,14.5,"2,998,483","6,889",1.45,1004202321
4/10/2023 22:00,152,14.5,"2,998,635","6,890",1.45,1004202322
4/10/2023 23:00,144,15.0,"2,998,769","6,890",1.5,1004202323
4/11/2023 0:00,120,14.0,"2,998,883","6,890",1.4,1104202300
4/11/2023 1:00,108,15.0,"2,998,988","6,890",1.5,1104202301
4/11/2023 2:00,100,15.5,"2,999,093","6,890",1.55,1104202302
4/11/2023 3:00,108,16.5,"2,999,197","6,890",1.65,1104202303
4/11/2023 4:00,96,16.5,"2,999,297","6,890",1.65,1104202304
4/11/2023 5:00,108,16.0,"2,999,402","6,890",1.6,1104202305
4/11/2023 6:00,148,15.0,"2,999,533","6,890",1.5,1104202306
4/11/2023 7:00,148,14.0,"2,999,689","6,891",1.4,1104202307
4/11/2023 8:00,160,14.0,"2,999,850","6,891",1.4,1104202308
4/11/2023 9:00,168,14.0,"3,000,002","6,892",1.4,1104202309
4/11/2023 10:00,148,14.0,"3,000,157","6,893",1.4,1104202310
4/11/2023 11:00,160,14.0,"3,000,303","6,893",1.4,1104202311
4/11/2023 12:00,132,13.5,"3,000,443","6,894",1.35,1104202312
4/11/2023 13:00,168,14.0,"3,000,591","6,894",1.4,1104202313
4/11/2023 14:00,140,14.0,"3,000,734","6,894",1.4,1104202314
4/11/2023 15:00,160,14.0,"3,000,876","6,894",1.4,1104202315
4/11/2023 16:00,116,14.0,"3,001,010","6,894",1.4,1104202316
4/11/2023 17:00,164,14.0,"3,001,164","6,894",1.4,1104202317
4/11/2023 18:00,160,13.5,"3,001,304","6,895",1.35,1104202318
4/11/2023 19:00,160,13.0,"3,001,472","6,896",1.3,1104202319
4/11/2023 20:00,184,13.5,"3,001,646","6,897",1.35,1104202320
4/11/2023 21:00,136,14.0,"3,001,792","6,899",1.4,1104202321
4/11/2023 22:00,160,14.0,"3,001,950","6,900",1.4,1104202322
4/11/2023 23:00,160,14.5,"3,002,095","6,901",1.45,1104202323
4/12/2023 0:00,104,14.0,"3,002,218","6,901",1.4,1204202300
4/12/2023 1:00,112,14.5,"3,002,332","6,901",1.45,1204202301
4/12/2023 2:00,104,15.5,"3,002,435","6,901",1.55,1204202302
4/12/2023 3:00,108,16.0,"3,002,541","6,901",1.6,1204202303
4/12/2023 4:00,108,16.0,"3,002,643","6,901",1.6,1204202304
4/12/2023 5:00,104,15.5,"3,002,747","6,901",1.55,1204202305
4/12/2023 6:00,120,14.0,"3,002,862","6,901",1.4,1204202306
4/12/2023 7:00,132,13.0,"3,003,001","6,902",1.3,1204202307
4/12/2023 8:00,172,14.0,"3,003,173","6,902",1.4,1204202308
4/12/2023 9:00,172,14.5,"3,003,330","6,903",1.45,1204202309
4/12/2023 10:00,168,14.5,"3,003,485","6,903",1.45,1204202310
4/12/2023 11:00,152,14.5,"3,003,646","6,903",1.45,1204202311
4/12/2023 12:00,184,14.5,"3,003,811","6,903",1.45,1204202312
4/12/2023 13:00,172,15.0,"3,003,963","6,904",1.5,1204202313
4/12/2023 14:00,160,15.0,"3,004,117","6,904",1.5,1204202314
4/12/2023 15:00,144,14.0,"3,004,254","6,904",1.4,1204202315
4/12/2023 16:00,144,14.0,"3,004,394","6,904",1.4,1204202316
4/12/2023 17:00,140,12.5,"3,004,539","6,905",1.25,1204202317
4/12/2023 18:00,152,13.0,"3,004,686","6,906",1.3,1204202318
4/12/2023 19:00,184,14.0,"3,004,852","6,908",1.4,1204202319
4/12/2023 20:00,180,14.0,"3,005,032","6,908",1.4,1204202320
4/12/2023 21:00,156,14.0,"3,005,186","6,909",1.4,1204202321
4/12/2023 22:00,136,14.0,"3,005,320","6,909",1.4,1204202322
4/12/2023 23:00,120,13.5,"3,005,446","6,909",1.35,1204202323
4/13/2023 0:00,112,14.0,"3,005,567","6,909",1.4,1304202300
4/13/2023 1:00,108,15.0,"3,005,677","6,909",1.5,1304202301
4/13/2023 2:00,116,15.5,"3,005,783","6,909",1.55,1304202302
4/13/2023 3:00,100,16.0,"3,005,883","6,909",1.6,1304202303
4/13/2023 4:00,104,16.0,"3,005,988","6,909",1.6,1304202304
4/13/2023 5:00,100,15.5,"3,006,090","6,909",1.55,1304202305
4/13/2023 6:00,128,14.0,"3,006,202","6,909",1.4,1304202306
4/13/2023 7:00,156,13.0,"3,006,347","6,909",1.3,1304202307
4/13/2023 8:00,160,13.5,"3,006,507","6,910",1.35,1304202308
4/13/2023 9:00,148,14.0,"3,006,659","6,910",1.4,1304202309
4/13/2023 10:00,148,14.0,"3,006,818","6,910",1.4,1304202310
4/13/2023 11:00,160,14.5,"3,006,967","6,910",1.45,1304202311
4/13/2023 12:00,136,14.0,"3,007,113","6,910",1.4,1304202312
4/13/2023 13:00,156,14.0,"3,007,266","6,910",1.4,1304202313
4/13/2023 14:00,136,14.5,"3,007,424","6,910",1.45,1304202314
4/13/2023 15:00,140,14.5,"3,007,566","6,910",1.45,1304202315
4/13/2023 16:00,168,14.0,"3,007,710","6,911",1.4,1304202316
4/13/2023 17:00,160,13.5,"3,007,873","6,911",1.35,1304202317
4/13/2023 18:00,144,13.5,"3,008,023","6,912",1.35,1304202318
4/13/2023 19:00,160,13.5,"3,008,187","6,913",1.35,1304202319
4/13/2023 20:00,148,14.0,"3,008,348","6,913",1.4,1304202320
4/13/2023 21:00,152,14.5,"3,008,512","6,913",1.45,1304202321
4/13/2023 22:00,156,14.0,"3,008,668","6,913",1.4,1304202322
4/13/2023 23:00,120,14.0,"3,008,797","6,913",1.4,1304202323
4/14/2023 0:00,120,14.0,"3,008,925","6,913",1.4,1404202300
4/14/2023 1:00,104,15.0,"3,009,034","6,913",1.5,1404202301
4/14/2023 2:00,104,16.0,"3,009,143","6,913",1.6,1404202302
4/14/2023 3:00,100,16.5,"3,009,249","6,913",1.65,1404202303
4/14/2023 4:00,100,16.5,"3,009,351","6,913",1.65,1404202304
4/14/2023 5:00,108,15.5,"3,009,459","6,913",1.55,1404202305
4/14/2023 6:00,140,14.5,"3,009,587","6,913",1.45,1404202306
4/14/2023 7:00,164,14.0,"3,009,734","6,914",1.4,1404202307
4/14/2023 8:00,160,14.0,"3,009,893","6,915",1.4,1404202308
4/14/2023 9:00,172,14.5,"3,010,040","6,915",1.45,1404202309
4/14/2023 10:00,152,14.5,"3,010,192","6,915",1.45,1404202310
4/14/2023 11:00,168,14.0,"3,010,358","6,915",1.4,1404202311
4/14/2023 12:00,160,14.0,"3,010,512","6,915",1.4,1404202312
4/14/2023 13:00,160,14.5,"3,010,659","6,915",1.45,1404202313
4/14/2023 14:00,136,14.5,"3,010,798","6,916",1.45,1404202314
4/14/2023 15:00,128,14.0,"3,010,922","6,916",1.4,1404202315
4/14/2023 16:00,152,14.0,"3,011,055","6,916",1.4,1404202316
4/14/2023 17:00,160,13.5,"3,011,203","6,916",1.35,1404202317
4/14/2023 18:00,160,13.5,"3,011,359","6,917",1.35,1404202318
4/14/2023 19:00,168,13.5,"3,011,530","6,917",1.35,1404202319
4/14/2023 20:00,168,14.0,"3,011,680","6,917",1.4,1404202320
4/14/2023 21:00,140,14.5,"3,011,846","6,917",1.45,1404202321
4/14/2023 22:00,180,14.5,"3,012,007","6,917",1.45,1404202322
4/14/2023 23:00,160,15.5,"3,012,160","6,918",1.55,1404202323
4/15/2023 0:00,104,14.0,"3,012,274","6,918",1.4,1504202300
4/15/2023 1:00,116,15.0,"3,012,387","6,918",1.5,1504202301
4/15/2023 2:00,104,15.5,"3,012,496","6,918",1.55,1504202302
4/15/2023 3:00,116,16.5,"3,012,604","6,918",1.65,1504202303
4/15/2023 4:00,108,16.5,"3,012,711","6,918",1.65,1504202304
4/15/2023 5:00,104,16.0,"3,012,816","6,918",1.6,1504202305
4/15/2023 6:00,128,14.5,"3,012,942","6,918",1.45,1504202306
4/15/2023 7:00,140,14.0,"3,013,075","6,918",1.4,1504202307
4/15/2023 8:00,144,14.0,"3,013,235","6,918",1.4,1504202308
4/15/2023 9:00,152,14.0,"3,013,395","6,919",1.4,1504202309
4/15/2023 10:00,128,14.0,"3,013,536","6,920",1.4,1504202310
4/15/2023 11:00,148,14.0,"3,013,693","6,920",1.4,1504202311
4/15/2023 12:00,152,14.0,"3,013,852","6,920",1.4,1504202312
4/15/2023 13:00,144,14.0,"3,013,998","6,920",1.4,1504202313
4/15/2023 14:00,148,14.5,"3,014,138","6,920",1.45,1504202314
4/15/2023 15:00,124,14.0,"3,014,269","6,920",1.4,1504202315
4/15/2023 16:00,136,14.0,"3,014,400","6,920",1.4,1504202316
4/15/2023 17:00,144,14.0,"3,014,537","6,921",1.4,1504202317
4/15/2023 18:00,152,14.5,"3,014,687","6,922",1.45,1504202318
4/15/2023 19:00,148,14.0,"3,014,828","6,922",1.4,1504202319
4/15/2023 20:00,132,15.0,"3,014,974","6,924",1.5,1504202320
4/15/2023 21:00,168,14.5,"3,015,123","6,924",1.45,1504202321
4/15/2023 22:00,116,15.0,"3,015,253","6,924",1.5,1504202322
4/15/2023 23:00,132,14.0,"3,015,374","6,924",1.4,1504202323
4/16/2023 0:00,92,14.5,"3,015,476","6,924",1.45,1604202300
4/16/2023 1:00,104,15.5,"3,015,572","6,924",1.55,1604202301
4/16/2023 2:00,96,16.0,"3,015,668","6,924",1.6,1604202302
4/16/2023 3:00,88,16.5,"3,015,761","6,924",1.65,1604202303
4/16/2023 4:00,92,17.0,"3,015,855","6,924",1.7,1604202304
4/16/2023 5:00,92,16.5,"3,015,951","6,924",1.65,1604202305
4/16/2023 6:00,104,16.5,"3,016,056","6,924",1.65,1604202306
4/16/2023 7:00,136,15.5,"3,016,183","6,924",1.55,1604202307
4/16/2023 8:00,144,15.0,"3,016,329","6,924",1.5,1604202308
4/16/2023 9:00,152,15.0,"3,016,474","6,924",1.5,1604202309
4/16/2023 10:00,148,15.0,"3,016,620","6,925",1.5,1604202310
4/16/2023 11:00,144,14.5,"3,016,760","6,926",1.45,1604202311
4/16/2023 12:00,164,15.0,"3,016,919","6,927",1.5,1604202312
4/16/2023 13:00,148,15.0,"3,017,072","6,928",1.5,1604202313
4/16/2023 14:00,156,15.0,"3,017,210","6,928",1.5,1604202314
4/16/2023 15:00,116,15.0,"3,017,341","6,928",1.5,1604202315
4/16/2023 16:00,144,15.0,"3,017,476","6,928",1.5,1604202316
4/16/2023 17:00,156,14.0,"3,017,613","6,928",1.4,1604202317
4/16/2023 18:00,152,15.0,"3,017,759","6,928",1.5,1604202318
4/16/2023 19:00,164,14.5,"3,017,908","6,929",1.45,1604202319
4/16/2023 20:00,172,14.5,"3,018,064","6,930",1.45,1604202320
4/16/2023 21:00,124,15.0,"3,018,205","6,930",1.5,1604202321
4/16/2023 22:00,124,14.5,"3,018,341","6,930",1.45,1604202322
4/16/2023 23:00,108,14.5,"3,018,460","6,930",1.45,1604202323
4/17/2023 0:00,100,14.5,"3,018,561","6,930",1.45,1704202300
4/17/2023 1:00,96,15.5,"3,018,657","6,930",1.55,1704202301
4/17/2023 2:00,100,16.0,"3,018,752","6,930",1.6,1704202302
4/17/2023 3:00,92,16.5,"3,018,844","6,930",1.65,1704202303
4/17/2023 4:00,96,17.0,"3,018,937","6,930",1.7,1704202304
4/17/2023 5:00,96,16.0,"3,019,034","6,930",1.6,1704202305
4/17/2023 6:00,100,14.0,"3,019,135","6,930",1.4,1704202306
4/17/2023 7:00,160,14.0,"3,019,267","6,930",1.4,1704202307
4/17/2023 8:00,136,14.5,"3,019,418","6,931",1.45,1704202308
4/17/2023 9:00,136,15.0,"3,019,558","6,932",1.5,1704202309
4/17/2023 10:00,132,15.0,"3,019,691","6,933",1.5,1704202310
4/17/2023 11:00,164,14.5,"3,019,849","6,933",1.45,1704202311
4/17/2023 12:00,136,14.5,"3,019,978","6,933",1.45,1704202312
4/17/2023 13:00,160,14.5,"3,020,118","6,933",1.45,1704202313
4/17/2023 14:00,132,14.5,"3,020,251","6,933",1.45,1704202314
4/17/2023 15:00,136,15.5,"3,020,384","6,934",1.55,1704202315
4/17/2023 16:00,160,17.0,"3,020,534","6,935",1.7,1704202316
4/17/2023 17:00,136,14.0,"3,020,706","6,935",1.4,1704202317
4/17/2023 18:00,168,13.0,"3,020,858","6,936",1.3,1704202318
4/17/2023 19:00,160,13.5,"3,021,020","6,937",1.35,1704202319
4/17/2023 20:00,140,14.0,"3,021,195","6,937",1.4,1704202320
4/17/2023 21:00,176,14.5,"3,021,358","6,938",1.45,1704202321
4/17/2023 22:00,164,14.0,"3,021,512","6,938",1.4,1704202322
4/17/2023 23:00,136,14.5,"3,021,649","6,938",1.45,1704202323
4/18/2023 0:00,116,15.0,"3,021,774","6,938",1.5,1804202300
4/18/2023 1:00,120,16.0,"3,021,899","6,939",1.6,1804202301
4/18/2023 2:00,132,17.5,"3,022,019","6,939",1.75,1804202302
4/18/2023 3:00,128,18.5,"3,022,143","6,939",1.85,1804202303
4/18/2023 4:00,108,16.5,"3,022,247","6,939",1.65,1804202304
4/18/2023 5:00,100,15.0,"3,022,344","6,939",1.5,1804202305
4/18/2023 6:00,128,14.0,"3,022,462","6,939",1.4,1804202306
4/18/2023 7:00,148,13.5,"3,022,606","6,939",1.35,1804202307
4/18/2023 8:00,144,14.0,"3,022,757","6,939",1.4,1804202308
4/18/2023 9:00,156,14.5,"3,022,914","6,939",1.45,1804202309
4/18/2023 10:00,140,14.0,"3,023,067","6,939",1.4,1804202310
4/18/2023 11:00,156,14.0,"3,023,219","6,939",1.4,1804202311
4/18/2023 12:00,148,14.0,"3,023,369","6,939",1.4,1804202312
4/18/2023 13:00,152,14.0,"3,023,511","6,939",1.4,1804202313
4/18/2023 14:00,136,14.0,"3,023,649","6,939",1.4,1804202314
4/18/2023 15:00,128,14.0,"3,023,777","6,939",1.4,1804202315
4/18/2023 16:00,152,14.0,"3,023,916","6,939",1.4,1804202316
4/18/2023 17:00,172,14.0,"3,024,080","6,939",1.4,1804202317
4/18/2023 18:00,172,14.0,"3,024,247","6,939",1.4,1804202318
4/18/2023 19:00,164,13.5,"3,024,408","6,939",1.35,1804202319
4/18/2023 20:00,184,14.0,"3,024,584","6,939",1.4,1804202320
4/18/2023 21:00,160,14.0,"3,024,750","6,939",1.4,1804202321
4/18/2023 22:00,148,14.5,"3,024,903","6,939",1.45,1804202322
4/18/2023 23:00,140,15.5,"3,025,046","6,939",1.55,1804202323
4/19/2023 0:00,128,14.5,"3,025,166","6,939",1.45,1904202300
4/19/2023 1:00,112,15.0,"3,025,282","6,939",1.5,1904202301
4/19/2023 2:00,104,15.5,"3,025,387","6,939",1.55,1904202302
4/19/2023 3:00,92,16.0,"3,025,492","6,939",1.6,1904202303
4/19/2023 4:00,104,16.0,"3,025,594","6,939",1.6,1904202304
4/19/2023 5:00,112,15.5,"3,025,703","6,939",1.55,1904202305
4/19/2023 6:00,128,13.0,"3,025,822","6,939",1.3,1904202306
4/19/2023 7:00,168,13.5,"3,025,975","6,940",1.35,1904202307
4/19/2023 8:00,152,14.0,"3,026,146","6,940",1.4,1904202308
4/19/2023 9:00,164,14.0,"3,026,309","6,940",1.4,1904202309
4/19/2023 10:00,164,14.0,"3,026,472","6,940",1.4,1904202310
4/19/2023 11:00,156,14.0,"3,026,649","6,940",1.4,1904202311
4/19/2023 12:00,160,14.0,"3,026,804","6,941",1.4,1904202312
4/19/2023 13:00,148,14.5,"3,026,959","6,941",1.45,1904202313
4/19/2023 14:00,144,14.5,"3,027,114","6,941",1.45,1904202314
4/19/2023 15:00,124,14.0,"3,027,247","6,941",1.4,1904202315
4/19/2023 16:00,140,14.0,"3,027,379","6,941",1.4,1904202316
4/19/2023 17:00,164,13.5,"3,027,545","6,942",1.35,1904202317
4/19/2023 18:00,164,13.5,"3,027,716","6,943",1.35,1904202318
4/19/2023 19:00,132,13.0,"3,027,876","6,946",1.3,1904202319
4/19/2023 20:00,148,14.0,"3,028,059","6,947",1.4,1904202320
4/19/2023 21:00,156,14.0,"3,028,231","6,947",1.4,1904202321
4/19/2023 22:00,176,14.0,"3,028,388","6,948",1.4,1904202322
4/19/2023 23:00,208,14.0,"3,028,558","6,950",1.4,1904202323
4/20/2023 0:00,152,13.5,"3,028,744","6,955",1.35,2004202300
4/20/2023 1:00,132,14.5,"3,028,901","6,956",1.45,2004202301
4/20/2023 2:00,116,15.0,"3,029,052","6,957",1.5,2004202302
4/20/2023 3:00,124,16.0,"3,029,171","6,957",1.6,2004202303
4/20/2023 4:00,112,16.0,"3,029,284","6,957",1.6,2004202304
4/20/2023 5:00,108,15.5,"3,029,392","6,957",1.55,2004202305
4/20/2023 6:00,132,14.0,"3,029,513","6,957",1.4,2004202306
4/20/2023 7:00,140,13.5,"3,029,654","6,957",1.35,2004202307
4/20/2023 8:00,176,15.0,"3,029,822","6,958",1.5,2004202308
4/20/2023 9:00,200,17.5,"3,030,020","6,962",1.75,2004202309
4/20/2023 10:00,196,18.0,"3,030,225","6,963",1.8,2004202310
4/20/2023 11:00,164,14.0,"3,030,389","6,963",1.4,2004202311
4/20/2023 12:00,184,14.0,"3,030,544","6,964",1.4,2004202312
4/20/2023 13:00,140,14.5,"3,030,698","6,964",1.45,2004202313
4/20/2023 14:00,148,14.5,"3,030,839","6,964",1.45,2004202314
4/20/2023 15:00,148,14.5,"3,030,977","6,964",1.45,2004202315
4/20/2023 16:00,156,13.5,"3,031,131","6,965",1.35,2004202316
4/20/2023 17:00,128,13.5,"3,031,275","6,966",1.35,2004202317
4/20/2023 18:00,152,13.5,"3,031,438","6,966",1.35,2004202318
4/20/2023 19:00,152,13.5,"3,031,620","6,968",1.35,2004202319
4/20/2023 20:00,168,13.5,"3,031,782","6,969",1.35,2004202320
4/20/2023 21:00,156,14.0,"3,031,937","6,971",1.4,2004202321
4/20/2023 22:00,168,14.0,"3,032,087","6,971",1.4,2004202322
4/20/2023 23:00,128,14.0,"3,032,237","6,972",1.4,2004202323
4/21/2023 0:00,124,14.0,"3,032,365","6,972",1.4,2104202300
4/21/2023 1:00,120,15.0,"3,032,482","6,972",1.5,2104202301
4/21/2023 2:00,124,15.5,"3,032,603","6,972",1.55,2104202302
4/21/2023 3:00,108,16.0,"3,032,716","6,972",1.6,2104202303
4/21/2023 4:00,112,16.0,"3,032,829","6,972",1.6,2104202304
4/21/2023 5:00,140,15.5,"3,032,949","6,972",1.55,2104202305
4/21/2023 6:00,140,14.5,"3,033,078","6,973",1.45,2104202306
4/21/2023 7:00,156,13.5,"3,033,230","6,975",1.35,2104202307
4/21/2023 8:00,144,14.0,"3,033,401","6,976",1.4,2104202308
4/21/2023 9:00,152,14.0,"3,033,566","6,978",1.4,2104202309
4/21/2023 10:00,172,14.0,"3,033,737","6,979",1.4,2104202310
4/21/2023 11:00,140,14.0,"3,033,899","6,981",1.4,2104202311
4/21/2023 12:00,172,14.0,"3,034,056","6,982",1.4,2104202312
4/21/2023 13:00,208,15.0,"3,034,240","6,983",1.5,2104202313
4/21/2023 14:00,136,16.5,"3,034,410","6,984",1.65,2104202314
4/21/2023 15:00,136,18.0,"3,034,572","6,985",1.8,2104202315
4/21/2023 16:00,148,17.0,"3,034,729","6,986",1.7,2104202316
4/21/2023 17:00,136,14.0,"3,034,900","6,987",1.4,2104202317
4/21/2023 18:00,188,14.0,"3,035,071","6,988",1.4,2104202318
4/21/2023 19:00,172,14.0,"3,035,246","6,990",1.4,2104202319
4/21/2023 20:00,180,14.5,"3,035,435","6,991",1.45,2104202320
4/21/2023 21:00,136,14.5,"3,035,591","6,993",1.45,2104202321
4/21/2023 22:00,176,15.0,"3,035,766","6,993",1.5,2104202322
4/21/2023 23:00,144,14.5,"3,035,909","6,994",1.45,2104202323
4/22/2023 0:00,140,16.0,"3,036,047","6,994",1.6,2204202300
4/22/2023 1:00,128,17.0,"3,036,184","6,994",1.7,2204202301
4/22/2023 2:00,112,18.0,"3,036,303","6,994",1.8,2204202302
4/22/2023 3:00,132,19.0,"3,036,432","6,994",1.9,2204202303
4/22/2023 4:00,128,19.0,"3,036,550","6,994",1.9,2204202304
4/22/2023 5:00,112,16.5,"3,036,666","6,994",1.65,2204202305
4/22/2023 6:00,144,15.5,"3,036,804","6,994",1.55,2204202306
4/22/2023 7:00,168,15.0,"3,036,961","6,995",1.5,2204202307
4/22/2023 8:00,132,15.0,"3,037,103","6,996",1.5,2204202308
4/22/2023 9:00,168,15.0,"3,037,264","6,999",1.5,2204202309
4/22/2023 10:00,192,15.0,"3,037,434","7,000",1.5,2204202310
4/22/2023 11:00,160,15.5,"3,037,603","7,001",1.55,2204202311
4/22/2023 12:00,204,15.5,"3,037,786","7,003",1.55,2204202312
4/22/2023 13:00,192,16.0,"3,037,972","7,004",1.6,2204202313
4/22/2023 14:00,192,16.5,"3,038,144","7,006",1.65,2204202314
4/22/2023 15:00,144,17.0,"3,038,314","7,008",1.7,2204202315
4/22/2023 16:00,160,16.5,"3,038,485","7,010",1.65,2204202316
4/22/2023 17:00,200,16.0,"3,038,683","7,011",1.6,2204202317
4/22/2023 18:00,176,16.0,"3,038,871","7,014",1.6,2204202318
4/22/2023 19:00,152,16.0,"3,039,051","7,016",1.6,2204202319
4/22/2023 20:00,152,17.0,"3,039,223","7,018",1.7,2204202320
4/22/2023 21:00,212,16.5,"3,039,400","7,018",1.65,2204202321
4/22/2023 22:00,152,16.0,"3,039,561","7,019",1.6,2204202322
4/22/2023 23:00,132,15.0,"3,039,699","7,019",1.5,2204202323
4/23/2023 0:00,136,16.5,"3,039,832","7,019",1.65,2304202300
4/23/2023 1:00,124,17.5,"3,039,961","7,019",1.75,2304202301
4/23/2023 2:00,136,18.5,"3,040,087","7,019",1.85,2304202302
4/23/2023 3:00,124,19.0,"3,040,214","7,019",1.9,2304202303
4/23/2023 4:00,120,19.0,"3,040,340","7,020",1.9,2304202304
4/23/2023 5:00,128,19.0,"3,040,471","7,020",1.9,2304202305
4/23/2023 6:00,152,17.0,"3,040,607","7,020",1.7,2304202306
4/23/2023 7:00,164,15.5,"3,040,766","7,021",1.55,2304202307
4/23/2023 8:00,192,14.5,"3,040,939","7,022",1.45,2304202308
4/23/2023 9:00,184,15.0,"3,041,126","7,023",1.5,2304202309
4/23/2023 10:00,172,15.5,"3,041,322","7,024",1.55,2304202310
4/23/2023 11:00,188,15.5,"3,041,518","7,026",1.55,2304202311
4/23/2023 12:00,212,16.0,"3,041,726","7,027",1.6,2304202312
4/23/2023 13:00,180,16.5,"3,041,918","7,028",1.65,2304202313
4/23/2023 14:00,184,16.5,"3,042,087","7,029",1.65,2304202314
4/23/2023 15:00,168,16.5,"3,042,261","7,029",1.65,2304202315
4/23/2023 16:00,156,16.0,"3,042,434","7,030",1.6,2304202316
4/23/2023 17:00,176,16.5,"3,042,616","7,032",1.65,2304202317
4/23/2023 18:00,160,16.0,"3,042,788","7,034",1.6,2304202318
4/23/2023 19:00,156,16.0,"3,042,964","7,036",1.6,2304202319
4/23/2023 20:00,200,17.0,"3,043,143","7,038",1.7,2304202320
4/23/2023 21:00,184,17.5,"3,043,316","7,039",1.75,2304202321
4/23/2023 22:00,164,17.0,"3,043,475","7,039",1.7,2304202322
4/23/2023 23:00,144,17.5,"3,043,615","7,039",1.75,2304202323
