Thời gian,Lưu lượng(m3/h)(*),Áp lực(m),Tổng Thuận(m3),Tổng Nghịch(m3),Áp Lực (bar),Unnamed: 6
1/29/2023 14:00,148,15.0,"2,763,161","6,615",1.5,2901202314
1/29/2023 15:00,136,14.5,"2,763,309","6,615",1.45,2901202315
1/29/2023 16:00,136,14.0,"2,763,448","6,615",1.4,2901202316
1/29/2023 17:00,140,15.0,"2,763,590","6,615",1.5,2901202317
1/29/2023 18:00,180,14.5,"2,763,742","6,615",1.45,2901202318
1/29/2023 19:00,192,14.5,"2,763,910","6,615",1.45,2901202319
1/29/2023 20:00,156,15.0,"2,764,075","6,616",1.5,2901202320
1/29/2023 21:00,148,15.0,"2,764,230","6,616",1.5,2901202321
1/29/2023 22:00,148,15.0,"2,764,368","6,616",1.5,2901202322
1/29/2023 23:00,148,15.0,"2,764,514","6,616",1.5,2901202323
1/30/2023 0:00,116,14.5,"2,764,637","6,616",1.45,3001202300
1/30/2023 1:00,112,15.5,"2,764,754","6,616",1.55,3001202301
1/30/2023 2:00,104,16.5,"2,764,863","6,616",1.65,3001202302
1/30/2023 3:00,112,17.0,"2,764,978","6,616",1.7,3001202303
1/30/2023 4:00,108,17.0,"2,765,093","6,616",1.7,3001202304
1/30/2023 5:00,112,16.5,"2,765,211","6,617",1.65,3001202305
1/30/2023 6:00,116,14.5,"2,765,331","6,617",1.45,3001202306
1/30/2023 7:00,140,14.5,"2,765,468","6,617",1.45,3001202307
1/30/2023 8:00,156,15.0,"2,765,618","6,617",1.5,3001202308
1/30/2023 9:00,160,14.5,"2,765,769","6,617",1.45,3001202309
1/30/2023 10:00,176,14.0,"2,765,925","6,617",1.4,3001202310
1/30/2023 11:00,160,14.0,"2,766,090","6,617",1.4,3001202311
1/30/2023 12:00,144,14.0,"2,766,234","6,617",1.4,3001202312
1/30/2023 13:00,156,14.0,"2,766,394","6,618",1.4,3001202313
1/30/2023 14:00,128,14.5,"2,766,531","6,619",1.45,3001202314
1/30/2023 15:00,164,15.0,"2,766,681","6,619",1.5,3001202315
1/30/2023 16:00,136,15.0,"2,766,831","6,619",1.5,3001202316
1/30/2023 17:00,176,14.5,"2,766,989","6,620",1.45,3001202317
1/30/2023 18:00,164,14.0,"2,767,140","6,620",1.4,3001202318
1/30/2023 19:00,152,14.0,"2,767,294","6,621",1.4,3001202319
1/30/2023 20:00,152,14.0,"2,767,449","6,621",1.4,3001202320
1/30/2023 21:00,148,13.5,"2,767,595","6,621",1.35,3001202321
1/30/2023 22:00,156,14.0,"2,767,738","6,621",1.4,3001202322
1/30/2023 23:00,136,13.5,"2,767,876","6,621",1.35,3001202323
1/31/2023 0:00,112,14.5,"2,767,994","6,621",1.45,3101202300
1/31/2023 1:00,124,15.0,"2,768,117","6,621",1.5,3101202301
1/31/2023 2:00,124,16.0,"2,768,235","6,621",1.6,3101202302
1/31/2023 3:00,104,16.5,"2,768,345","6,621",1.65,3101202303
1/31/2023 4:00,112,17.0,"2,768,456","6,621",1.7,3101202304
1/31/2023 5:00,116,16.5,"2,768,575","6,621",1.65,3101202305
1/31/2023 6:00,120,14.5,"2,768,690","6,621",1.45,3101202306
1/31/2023 7:00,136,14.5,"2,768,824","6,621",1.45,3101202307
1/31/2023 8:00,180,14.0,"2,768,987","6,621",1.4,3101202308
1/31/2023 9:00,156,14.0,"2,769,151","6,622",1.4,3101202309
1/31/2023 10:00,168,14.0,"2,769,321","6,622",1.4,3101202310
1/31/2023 11:00,140,14.0,"2,769,475","6,622",1.4,3101202311
1/31/2023 12:00,156,13.0,"2,769,631","6,622",1.3,3101202312
1/31/2023 13:00,152,13.5,"2,769,779","6,623",1.35,3101202313
1/31/2023 14:00,144,14.5,"2,769,919","6,623",1.45,3101202314
1/31/2023 15:00,156,15.0,"2,770,078","6,623",1.5,3101202315
1/31/2023 16:00,132,14.5,"2,770,233","6,623",1.45,3101202316
1/31/2023 17:00,148,14.0,"2,770,387","6,624",1.4,3101202317
1/31/2023 18:00,144,14.0,"2,770,540","6,624",1.4,3101202318
1/31/2023 19:00,176,14.5,"2,770,713","6,626",1.45,3101202319
1/31/2023 20:00,164,14.5,"2,770,882","6,627",1.45,3101202320
1/31/2023 21:00,156,15.0,"2,771,044","6,627",1.5,3101202321
1/31/2023 22:00,152,14.0,"2,771,194","6,628",1.4,3101202322
1/31/2023 23:00,120,15.0,"2,771,333","6,628",1.5,3101202323
2/1/2023 0:00,120,15.0,"2,771,466","6,629",1.5,102202300
2/1/2023 1:00,112,15.5,"2,771,587","6,629",1.55,102202301
2/1/2023 2:00,108,16.0,"2,771,701","6,629",1.6,102202302
2/1/2023 3:00,116,16.5,"2,771,815","6,629",1.65,102202303
2/1/2023 4:00,124,16.5,"2,771,934","6,629",1.65,102202304
2/1/2023 5:00,120,16.5,"2,772,051","6,629",1.65,102202305
2/1/2023 6:00,124,14.5,"2,772,173","6,629",1.45,102202306
2/1/2023 7:00,148,14.0,"2,772,322","6,629",1.4,102202307
2/1/2023 8:00,176,14.0,"2,772,482","6,629",1.4,102202308
2/1/2023 9:00,168,14.0,"2,772,646","6,630",1.4,102202309
2/1/2023 10:00,168,14.0,"2,772,812","6,630",1.4,102202310
2/1/2023 11:00,176,13.5,"2,772,973","6,630",1.35,102202311
2/1/2023 12:00,184,13.0,"2,773,152","6,630",1.3,102202312
2/1/2023 13:00,172,14.0,"2,773,317","6,631",1.4,102202313
2/1/2023 14:00,152,14.5,"2,773,481","6,631",1.45,102202314
2/1/2023 15:00,140,14.5,"2,773,625","6,631",1.45,102202315
2/1/2023 16:00,128,14.5,"2,773,762","6,631",1.45,102202316
2/1/2023 17:00,144,15.0,"2,773,897","6,631",1.5,102202317
2/1/2023 18:00,144,14.5,"2,774,043","6,631",1.45,102202318
2/1/2023 19:00,164,14.5,"2,774,197","6,631",1.45,102202319
2/1/2023 20:00,136,14.5,"2,774,344","6,631",1.45,102202320
2/1/2023 21:00,144,15.0,"2,774,484","6,631",1.5,102202321
2/1/2023 22:00,140,15.0,"2,774,619","6,631",1.5,102202322
2/1/2023 23:00,148,16.0,"2,774,765","6,631",1.6,102202323
2/2/2023 0:00,100,14.5,"2,774,876","6,631",1.45,202202300
2/2/2023 1:00,108,15.0,"2,774,985","6,631",1.5,202202301
2/2/2023 2:00,100,16.0,"2,775,086","6,631",1.6,202202302
2/2/2023 3:00,112,16.5,"2,775,191","6,631",1.65,202202303
2/2/2023 4:00,112,16.5,"2,775,299","6,631",1.65,202202304
2/2/2023 5:00,108,16.5,"2,775,408","6,631",1.65,202202305
2/2/2023 6:00,120,16.5,"2,775,521","6,631",1.65,202202306
2/2/2023 7:00,136,15.0,"2,775,659","6,631",1.5,202202307
2/2/2023 8:00,168,15.0,"2,775,807","6,631",1.5,202202308
2/2/2023 9:00,124,15.0,"2,775,943","6,631",1.5,202202309
2/2/2023 10:00,136,14.0,"2,776,083","6,631",1.4,202202310
2/2/2023 11:00,124,14.0,"2,776,214","6,631",1.4,202202311
2/2/2023 12:00,136,14.0,"2,776,353","6,631",1.4,202202312
2/2/2023 13:00,128,14.0,"2,776,482","6,631",1.4,202202313
2/2/2023 14:00,132,14.5,"2,776,605","6,631",1.45,202202314
2/2/2023 15:00,116,14.5,"2,776,726","6,631",1.45,202202315
2/2/2023 16:00,108,14.0,"2,776,845","6,631",1.4,202202316
2/2/2023 17:00,132,13.5,"2,776,972","6,631",1.35,202202317
2/2/2023 18:00,148,13.0,"2,777,111","6,631",1.3,202202318
2/2/2023 19:00,136,13.0,"2,777,251","6,631",1.3,202202319
2/2/2023 20:00,160,13.0,"2,777,411","6,632",1.3,202202320
2/2/2023 21:00,144,13.5,"2,777,549","6,632",1.35,202202321
2/2/2023 22:00,124,13.5,"2,777,677","6,632",1.35,202202322
2/2/2023 23:00,108,13.0,"2,777,797","6,632",1.3,202202323
2/3/2023 0:00,112,14.0,"2,777,907","6,632",1.4,302202300
2/3/2023 1:00,116,14.5,"2,778,022","6,632",1.45,302202301
2/3/2023 2:00,108,15.5,"2,778,131","6,632",1.55,302202302
2/3/2023 3:00,104,16.0,"2,778,237","6,632",1.6,302202303
2/3/2023 4:00,116,16.5,"2,778,341","6,632",1.65,302202304
2/3/2023 5:00,100,16.0,"2,778,441","6,632",1.6,302202305
2/3/2023 6:00,120,16.0,"2,778,557","6,632",1.6,302202306
2/3/2023 7:00,148,13.0,"2,778,685","6,632",1.3,302202307
2/3/2023 8:00,140,14.5,"2,778,826","6,632",1.45,302202308
2/3/2023 9:00,148,15.0,"2,778,979","6,632",1.5,302202309
2/3/2023 10:00,152,14.5,"2,779,131","6,632",1.45,302202310
2/3/2023 11:00,140,14.5,"2,779,269","6,633",1.45,302202311
2/3/2023 12:00,144,15.0,"2,779,425","6,633",1.5,302202312
2/3/2023 13:00,140,14.5,"2,779,575","6,633",1.45,302202313
2/3/2023 14:00,148,15.0,"2,779,710","6,633",1.5,302202314
2/3/2023 15:00,136,15.0,"2,779,847","6,633",1.5,302202315
2/3/2023 16:00,136,14.5,"2,779,974","6,633",1.45,302202316
2/3/2023 17:00,124,14.0,"2,780,108","6,633",1.4,302202317
2/3/2023 18:00,156,14.0,"2,780,252","6,633",1.4,302202318
2/3/2023 19:00,168,14.5,"2,780,404","6,634",1.45,302202319
2/3/2023 20:00,128,14.5,"2,780,545","6,634",1.45,302202320
2/3/2023 21:00,144,14.5,"2,780,695","6,634",1.45,302202321
2/3/2023 22:00,136,14.0,"2,780,829","6,634",1.4,302202322
2/3/2023 23:00,112,13.0,"2,780,952","6,634",1.3,302202323
2/4/2023 0:00,116,14.5,"2,781,063","6,634",1.45,402202300
2/4/2023 1:00,104,15.0,"2,781,172","6,634",1.5,402202301
2/4/2023 2:00,120,15.5,"2,781,292","6,634",1.55,402202302
2/4/2023 3:00,100,16.0,"2,781,396","6,634",1.6,402202303
2/4/2023 4:00,112,16.5,"2,781,501","6,634",1.65,402202304
2/4/2023 5:00,104,16.5,"2,781,606","6,634",1.65,402202305
2/4/2023 6:00,116,16.0,"2,781,714","6,634",1.6,402202306
2/4/2023 7:00,124,14.0,"2,781,835","6,634",1.4,402202307
2/4/2023 8:00,132,14.0,"2,781,966","6,634",1.4,402202308
2/4/2023 9:00,156,13.5,"2,782,115","6,634",1.35,402202309
2/4/2023 10:00,152,14.5,"2,782,262","6,635",1.45,402202310
2/4/2023 11:00,148,14.0,"2,782,415","6,635",1.4,402202311
2/4/2023 12:00,136,14.0,"2,782,561","6,635",1.4,402202312
2/4/2023 13:00,144,14.5,"2,782,704","6,635",1.45,402202313
2/4/2023 14:00,156,14.5,"2,782,852","6,635",1.45,402202314
2/4/2023 15:00,116,15.0,"2,782,979","6,635",1.5,402202315
2/4/2023 16:00,140,14.5,"2,783,124","6,635",1.45,402202316
2/4/2023 17:00,164,14.5,"2,783,276","6,635",1.45,402202317
2/4/2023 18:00,144,14.5,"2,783,423","6,635",1.45,402202318
2/4/2023 19:00,136,14.5,"2,783,570","6,635",1.45,402202319
2/4/2023 20:00,144,15.5,"2,783,721","6,636",1.55,402202320
2/4/2023 21:00,116,15.0,"2,783,857","6,636",1.5,402202321
2/4/2023 22:00,140,14.5,"2,783,997","6,636",1.45,402202322
2/4/2023 23:00,124,14.5,"2,784,124","6,636",1.45,402202323
2/5/2023 0:00,124,15.0,"2,784,244","6,636",1.5,502202300
2/5/2023 1:00,96,15.5,"2,784,357","6,636",1.55,502202301
2/5/2023 2:00,104,16.0,"2,784,466","6,636",1.6,502202302
2/5/2023 3:00,108,16.5,"2,784,573","6,636",1.65,502202303
2/5/2023 4:00,120,17.0,"2,784,684","6,636",1.7,502202304
2/5/2023 5:00,112,17.0,"2,784,788","6,636",1.7,502202305
2/5/2023 6:00,112,17.0,"2,784,895","6,636",1.7,502202306
2/5/2023 7:00,124,15.5,"2,785,019","6,636",1.55,502202307
2/5/2023 8:00,148,15.0,"2,785,161","6,636",1.5,502202308
2/5/2023 9:00,156,14.5,"2,785,307","6,636",1.45,502202309
2/5/2023 10:00,128,14.5,"2,785,458","6,636",1.45,502202310
2/5/2023 11:00,176,14.0,"2,785,615","6,636",1.4,502202311
2/5/2023 12:00,140,14.5,"2,785,771","6,636",1.45,502202312
2/5/2023 13:00,140,14.5,"2,785,911","6,636",1.45,502202313
2/5/2023 14:00,140,14.5,"2,786,057","6,636",1.45,502202314
2/5/2023 15:00,140,14.5,"2,786,192","6,636",1.45,502202315
2/5/2023 16:00,148,14.0,"2,786,334","6,636",1.4,502202316
2/5/2023 17:00,132,14.0,"2,786,484","6,636",1.4,502202317
2/5/2023 18:00,140,14.5,"2,786,628","6,636",1.45,502202318
2/5/2023 19:00,148,14.5,"2,786,776","6,636",1.45,502202319
2/5/2023 20:00,156,15.0,"2,786,933","6,636",1.5,502202320
2/5/2023 21:00,132,15.0,"2,787,068","6,637",1.5,502202321
2/5/2023 22:00,148,15.0,"2,787,205","6,637",1.5,502202322
2/5/2023 23:00,140,15.5,"2,787,332","6,637",1.55,502202323
2/6/2023 0:00,112,15.0,"2,787,445","6,637",1.5,602202300
2/6/2023 1:00,108,16.0,"2,787,558","6,637",1.6,602202301
2/6/2023 2:00,124,16.5,"2,787,669","6,637",1.65,602202302
2/6/2023 3:00,116,17.0,"2,787,779","6,637",1.7,602202303
2/6/2023 4:00,104,16.5,"2,787,883","6,637",1.65,602202304
2/6/2023 5:00,96,16.5,"2,787,989","6,637",1.65,602202305
2/6/2023 6:00,120,14.5,"2,788,105","6,637",1.45,602202306
2/6/2023 7:00,136,15.0,"2,788,236","6,637",1.5,602202307
2/6/2023 8:00,140,15.0,"2,788,386","6,637",1.5,602202308
2/6/2023 9:00,136,14.0,"2,788,521","6,637",1.4,602202309
2/6/2023 10:00,156,14.0,"2,788,657","6,637",1.4,602202310
2/6/2023 11:00,148,14.0,"2,788,805","6,637",1.4,602202311
2/6/2023 12:00,148,14.0,"2,788,944","6,637",1.4,602202312
2/6/2023 13:00,124,14.5,"2,789,083","6,637",1.45,602202313
2/6/2023 14:00,140,14.5,"2,789,222","6,637",1.45,602202314
2/6/2023 15:00,136,15.0,"2,789,351","6,637",1.5,602202315
2/6/2023 16:00,136,15.0,"2,789,490","6,637",1.5,602202316
2/6/2023 17:00,136,14.5,"2,789,635","6,637",1.45,602202317
2/6/2023 18:00,152,14.0,"2,789,783","6,638",1.4,602202318
2/6/2023 19:00,168,14.0,"2,789,939","6,638",1.4,602202319
2/6/2023 20:00,148,14.0,"2,790,101","6,638",1.4,602202320
2/6/2023 21:00,132,14.5,"2,790,252","6,638",1.45,602202321
2/6/2023 22:00,156,14.5,"2,790,399","6,638",1.45,602202322
2/6/2023 23:00,128,13.5,"2,790,532","6,638",1.35,602202323
2/7/2023 0:00,112,14.5,"2,790,648","6,638",1.45,702202300
2/7/2023 1:00,96,15.0,"2,790,753","6,638",1.5,702202301
2/7/2023 2:00,100,16.0,"2,790,861","6,638",1.6,702202302
2/7/2023 3:00,112,16.5,"2,790,971","6,638",1.65,702202303
2/7/2023 4:00,108,17.0,"2,791,080","6,638",1.7,702202304
2/7/2023 5:00,100,16.5,"2,791,182","6,638",1.65,702202305
2/7/2023 6:00,132,15.0,"2,791,301","6,638",1.5,702202306
2/7/2023 7:00,140,13.5,"2,791,432","6,638",1.35,702202307
2/7/2023 8:00,148,14.5,"2,791,575","6,638",1.45,702202308
2/7/2023 9:00,144,14.0,"2,791,726","6,638",1.4,702202309
2/7/2023 10:00,144,14.5,"2,791,871","6,638",1.45,702202310
2/7/2023 11:00,152,14.0,"2,792,016","6,638",1.4,702202311
2/7/2023 12:00,144,14.0,"2,792,157","6,638",1.4,702202312
2/7/2023 13:00,144,14.0,"2,792,295","6,638",1.4,702202313
2/7/2023 14:00,136,14.0,"2,792,427","6,638",1.4,702202314
2/7/2023 15:00,128,14.5,"2,792,556","6,638",1.45,702202315
2/7/2023 16:00,128,14.0,"2,792,694","6,638",1.4,702202316
2/7/2023 17:00,156,13.5,"2,792,836","6,638",1.35,702202317
2/7/2023 18:00,144,13.5,"2,792,973","6,638",1.35,702202318
2/7/2023 19:00,132,13.5,"2,793,124","6,639",1.35,702202319
2/7/2023 20:00,152,13.5,"2,793,281","6,639",1.35,702202320
2/7/2023 21:00,128,14.0,"2,793,425","6,639",1.4,702202321
2/7/2023 22:00,128,13.0,"2,793,562","6,639",1.3,702202322
2/7/2023 23:00,120,13.0,"2,793,686","6,639",1.3,702202323
2/8/2023 0:00,108,14.0,"2,793,805","6,639",1.4,802202300
2/8/2023 1:00,120,14.5,"2,793,924","6,639",1.45,802202301
2/8/2023 2:00,116,16.0,"2,794,036","6,639",1.6,802202302
2/8/2023 3:00,112,16.5,"2,794,146","6,639",1.65,802202303
2/8/2023 4:00,100,16.5,"2,794,254","6,639",1.65,802202304
2/8/2023 5:00,120,16.0,"2,794,363","6,639",1.6,802202305
2/8/2023 6:00,120,15.0,"2,794,480","6,639",1.5,802202306
2/8/2023 7:00,124,14.0,"2,794,606","6,639",1.4,802202307
2/8/2023 8:00,144,14.0,"2,794,757","6,639",1.4,802202308
2/8/2023 9:00,132,14.5,"2,794,890","6,640",1.45,802202309
2/8/2023 10:00,152,14.5,"2,795,025","6,640",1.45,802202310
2/8/2023 11:00,140,14.5,"2,795,168","6,640",1.45,802202311
2/8/2023 12:00,152,14.0,"2,795,326","6,640",1.4,802202312
2/8/2023 13:00,144,14.5,"2,795,469","6,640",1.45,802202313
2/8/2023 14:00,148,14.5,"2,795,601","6,640",1.45,802202314
2/8/2023 15:00,132,14.0,"2,795,729","6,640",1.4,802202315
2/8/2023 16:00,132,13.5,"2,795,865","6,640",1.35,802202316
2/8/2023 17:00,128,13.5,"2,795,999","6,640",1.35,802202317
2/8/2023 18:00,144,13.0,"2,796,141","6,641",1.3,802202318
2/8/2023 19:00,156,12.5,"2,796,290","6,641",1.25,802202319
2/8/2023 20:00,164,13.0,"2,796,436","6,641",1.3,802202320
2/8/2023 21:00,136,13.5,"2,796,578","6,641",1.35,802202321
2/8/2023 22:00,152,13.5,"2,796,721","6,641",1.35,802202322
2/8/2023 23:00,116,13.5,"2,796,855","6,641",1.35,802202323
2/9/2023 0:00,104,14.5,"2,796,974","6,641",1.45,902202300
2/9/2023 1:00,112,15.0,"2,797,094","6,641",1.5,902202301
2/9/2023 2:00,112,15.5,"2,797,204","6,641",1.55,902202302
2/9/2023 3:00,108,16.0,"2,797,311","6,641",1.6,902202303
2/9/2023 4:00,108,16.5,"2,797,417","6,641",1.65,902202304
2/9/2023 5:00,96,15.5,"2,797,521","6,641",1.55,902202305
2/9/2023 6:00,112,13.5,"2,797,637","6,641",1.35,902202306
2/9/2023 7:00,148,14.0,"2,797,771","6,641",1.4,902202307
2/9/2023 8:00,120,14.0,"2,797,922","6,642",1.4,902202308
2/9/2023 9:00,152,14.5,"2,798,071","6,642",1.45,902202309
2/9/2023 10:00,144,14.5,"2,798,223","6,642",1.45,902202310
2/9/2023 11:00,152,14.0,"2,798,376","6,642",1.4,902202311
2/9/2023 12:00,124,14.0,"2,798,518","6,642",1.4,902202312
2/9/2023 13:00,132,14.0,"2,798,660","6,642",1.4,902202313
2/9/2023 14:00,124,14.5,"2,798,790","6,642",1.45,902202314
2/9/2023 15:00,136,14.5,"2,798,921","6,642",1.45,902202315
2/9/2023 16:00,160,14.5,"2,799,054","6,642",1.45,902202316
2/9/2023 17:00,140,14.5,"2,799,198","6,642",1.45,902202317
2/9/2023 18:00,148,14.0,"2,799,359","6,642",1.4,902202318
2/9/2023 19:00,160,14.0,"2,799,509","6,643",1.4,902202319
2/9/2023 20:00,140,14.0,"2,799,663","6,643",1.4,902202320
2/9/2023 21:00,120,14.0,"2,799,804","6,643",1.4,902202321
2/9/2023 22:00,140,14.5,"2,799,949","6,643",1.45,902202322
2/9/2023 23:00,140,15.5,"2,800,091","6,643",1.55,902202323
2/10/2023 0:00,116,14.5,"2,800,208","6,643",1.45,1002202300
2/10/2023 1:00,120,15.5,"2,800,323","6,643",1.55,1002202301
2/10/2023 2:00,112,16.0,"2,800,431","6,643",1.6,1002202302
2/10/2023 3:00,124,17.0,"2,800,544","6,643",1.7,1002202303
2/10/2023 4:00,108,17.0,"2,800,655","6,643",1.7,1002202304
2/10/2023 5:00,124,17.5,"2,800,768","6,643",1.75,1002202305
2/10/2023 6:00,116,14.5,"2,800,883","6,643",1.45,1002202306
2/10/2023 7:00,156,14.0,"2,801,019","6,643",1.4,1002202307
2/10/2023 8:00,148,14.5,"2,801,166","6,643",1.45,1002202308
2/10/2023 9:00,140,14.5,"2,801,313","6,644",1.45,1002202309
2/10/2023 10:00,124,14.0,"2,801,456","6,644",1.4,1002202310
2/10/2023 11:00,140,14.0,"2,801,596","6,644",1.4,1002202311
2/10/2023 12:00,140,14.0,"2,801,738","6,644",1.4,1002202312
2/10/2023 13:00,152,14.5,"2,801,889","6,644",1.45,1002202313
2/10/2023 14:00,140,14.0,"2,802,028","6,644",1.4,1002202314
2/10/2023 15:00,132,14.0,"2,802,166","6,644",1.4,1002202315
2/10/2023 16:00,148,14.5,"2,802,307","6,644",1.45,1002202316
2/10/2023 17:00,156,14.0,"2,802,455","6,644",1.4,1002202317
2/10/2023 18:00,136,13.5,"2,802,607","6,645",1.35,1002202318
2/10/2023 19:00,144,14.0,"2,802,756","6,645",1.4,1002202319
2/10/2023 20:00,168,14.5,"2,802,915","6,645",1.45,1002202320
2/10/2023 21:00,164,14.5,"2,803,070","6,646",1.45,1002202321
2/10/2023 22:00,148,14.5,"2,803,215","6,646",1.45,1002202322
2/10/2023 23:00,128,14.5,"2,803,355","6,646",1.45,1002202323
2/11/2023 0:00,128,14.5,"2,803,477","6,646",1.45,1102202300
2/11/2023 1:00,124,15.5,"2,803,600","6,646",1.55,1102202301
2/11/2023 2:00,116,16.0,"2,803,712","6,646",1.6,1102202302
2/11/2023 3:00,108,16.5,"2,803,822","6,646",1.65,1102202303
2/11/2023 4:00,108,17.0,"2,803,934","6,646",1.7,1102202304
2/11/2023 5:00,100,16.5,"2,804,042","6,646",1.65,1102202305
2/11/2023 6:00,120,15.5,"2,804,160","6,646",1.55,1102202306
2/11/2023 7:00,144,14.0,"2,804,297","6,646",1.4,1102202307
2/11/2023 8:00,140,14.0,"2,804,446","6,647",1.4,1102202308
2/11/2023 9:00,140,13.5,"2,804,592","6,647",1.35,1102202309
2/11/2023 10:00,156,13.5,"2,804,747","6,647",1.35,1102202310
2/11/2023 11:00,160,14.0,"2,804,900","6,647",1.4,1102202311
2/11/2023 12:00,164,13.5,"2,805,061","6,647",1.35,1102202312
2/11/2023 13:00,156,14.0,"2,805,209","6,647",1.4,1102202313
2/11/2023 14:00,132,14.0,"2,805,339","6,647",1.4,1102202314
2/11/2023 15:00,144,14.0,"2,805,472","6,648",1.4,1102202315
2/11/2023 16:00,148,13.5,"2,805,612","6,648",1.35,1102202316
2/11/2023 17:00,156,13.5,"2,805,754","6,648",1.35,1102202317
2/11/2023 18:00,168,14.0,"2,805,916","6,649",1.4,1102202318
2/11/2023 19:00,172,14.5,"2,806,083","6,649",1.45,1102202319
2/11/2023 20:00,132,14.0,"2,806,230","6,649",1.4,1102202320
2/11/2023 21:00,144,14.5,"2,806,384","6,650",1.45,1102202321
2/11/2023 22:00,140,14.0,"2,806,527","6,650",1.4,1102202322
2/11/2023 23:00,136,14.5,"2,806,667","6,650",1.45,1102202323
2/12/2023 0:00,116,14.5,"2,806,784","6,650",1.45,1202202300
2/12/2023 1:00,116,15.0,"2,806,900","6,650",1.5,1202202301
2/12/2023 2:00,128,16.0,"2,807,020","6,650",1.6,1202202302
2/12/2023 3:00,108,16.5,"2,807,136","6,650",1.65,1202202303
2/12/2023 4:00,120,17.0,"2,807,251","6,650",1.7,1202202304
2/12/2023 5:00,116,16.0,"2,807,361","6,650",1.6,1202202305
2/12/2023 6:00,112,15.5,"2,807,472","6,650",1.55,1202202306
2/12/2023 7:00,144,14.0,"2,807,601","6,650",1.4,1202202307
2/12/2023 8:00,132,14.0,"2,807,747","6,650",1.4,1202202308
2/12/2023 9:00,164,14.5,"2,807,903","6,650",1.45,1202202309
2/12/2023 10:00,160,14.5,"2,808,054","6,650",1.45,1202202310
2/12/2023 11:00,144,14.0,"2,808,200","6,651",1.4,1202202311
2/12/2023 12:00,140,14.0,"2,808,354","6,651",1.4,1202202312
2/12/2023 13:00,136,14.5,"2,808,500","6,651",1.45,1202202313
2/12/2023 14:00,132,14.5,"2,808,643","6,651",1.45,1202202314
2/12/2023 15:00,132,14.5,"2,808,783","6,652",1.45,1202202315
2/12/2023 16:00,136,13.5,"2,808,924","6,652",1.35,1202202316
2/12/2023 17:00,128,13.0,"2,809,059","6,652",1.3,1202202317
2/12/2023 18:00,164,13.0,"2,809,201","6,652",1.3,1202202318
2/12/2023 19:00,148,14.0,"2,809,355","6,652",1.4,1202202319
2/12/2023 20:00,140,14.0,"2,809,507","6,652",1.4,1202202320
2/12/2023 21:00,148,14.0,"2,809,660","6,652",1.4,1202202321
2/12/2023 22:00,128,14.0,"2,809,794","6,652",1.4,1202202322
2/12/2023 23:00,128,15.0,"2,809,924","6,652",1.5,1202202323
2/13/2023 0:00,116,14.5,"2,810,047","6,652",1.45,1302202300
2/13/2023 1:00,120,15.5,"2,810,164","6,652",1.55,1302202301
2/13/2023 2:00,124,16.0,"2,810,280","6,652",1.6,1302202302
2/13/2023 3:00,112,16.5,"2,810,388","6,652",1.65,1302202303
2/13/2023 4:00,104,17.0,"2,810,498","6,652",1.7,1302202304
2/13/2023 5:00,112,16.5,"2,810,615","6,652",1.65,1302202305
2/13/2023 6:00,108,14.0,"2,810,731","6,652",1.4,1302202306
2/13/2023 7:00,128,14.0,"2,810,855","6,652",1.4,1302202307
2/13/2023 8:00,116,14.5,"2,810,996","6,653",1.45,1302202308
2/13/2023 9:00,136,14.5,"2,811,142","6,654",1.45,1302202309
2/13/2023 10:00,144,14.0,"2,811,287","6,654",1.4,1302202310
2/13/2023 11:00,156,14.0,"2,811,436","6,654",1.4,1302202311
2/13/2023 12:00,136,14.0,"2,811,577","6,654",1.4,1302202312
2/13/2023 13:00,152,14.5,"2,811,732","6,654",1.45,1302202313
2/13/2023 14:00,132,15.0,"2,811,870","6,654",1.5,1302202314
2/13/2023 15:00,136,15.0,"2,812,005","6,654",1.5,1302202315
2/13/2023 16:00,140,15.0,"2,812,145","6,654",1.5,1302202316
2/13/2023 17:00,160,14.5,"2,812,296","6,654",1.45,1302202317
2/13/2023 18:00,164,14.0,"2,812,460","6,654",1.4,1302202318
2/13/2023 19:00,176,14.0,"2,812,619","6,655",1.4,1302202319
2/13/2023 20:00,148,14.0,"2,812,766","6,655",1.4,1302202320
2/13/2023 21:00,136,14.0,"2,812,912","6,655",1.4,1302202321
2/13/2023 22:00,132,14.5,"2,813,047","6,655",1.45,1302202322
2/13/2023 23:00,120,16.0,"2,813,175","6,655",1.6,1302202323
2/14/2023 0:00,128,15.0,"2,813,298","6,655",1.5,1402202300
2/14/2023 1:00,116,16.0,"2,813,416","6,655",1.6,1402202301
2/14/2023 2:00,108,17.0,"2,813,528","6,655",1.7,1402202302
2/14/2023 3:00,112,17.5,"2,813,643","6,655",1.75,1402202303
2/14/2023 4:00,112,17.5,"2,813,757","6,655",1.75,1402202304
2/14/2023 5:00,112,17.0,"2,813,864","6,655",1.7,1402202305
2/14/2023 6:00,112,14.5,"2,813,977","6,655",1.45,1402202306
2/14/2023 7:00,128,14.0,"2,814,099","6,655",1.4,1402202307
2/14/2023 8:00,164,15.0,"2,814,240","6,655",1.5,1402202308
2/14/2023 9:00,140,15.5,"2,814,388","6,656",1.55,1402202309
2/14/2023 10:00,128,15.5,"2,814,539","6,656",1.55,1402202310
2/14/2023 11:00,164,16.0,"2,814,690","6,657",1.6,1402202311
